disambiguation_id,alumni_id,candidate_id,name_score,affiliation_score,timeline_score,field_score,cross_validation_bonus,final_score,confidence_level,decision_label,review_flag,evaluated_at
DIS-00004125,ALM-2020-02-182,CAND-ALM-2020-02-182-01,0.79,0.77,0.91,0.71,0.03,0.83,Tinggi,Kemungkinan kuat,No,2026-01-12
DIS-00004126,ALM-2020-02-182,CAND-ALM-2020-02-182-02,0.87,0.9,0.82,0.79,0.0,0.86,Tinggi,Kemungkinan kuat,No,2026-11-02
DIS-00004127,ALM-2020-02-183,CAND-ALM-2020-02-183-01,0.71,0.74,0.94,0.59,0.05,0.8,Tinggi,Kemungkinan kuat,No,2026-07-14
DIS-00004128,ALM-2020-02-183,CAND-ALM-2020-02-183-02,0.71,0.41,0.98,0.38,0.0,0.62,Sedang,Perlu verifikasi,Yes,2026-08-17
DIS-00004129,ALM-2020-02-183,CAND-ALM-2020-02-183-03,0.94,0.97,0.92,0.66,0.05,0.95,Tinggi,Kemungkinan kuat,No,2026-11-21
DIS-00004130,ALM-2020-02-183,CAND-ALM-2020-02-183-04,0.9,0.86,0.99,0.71,0.05,0.93,Tinggi,Kemungkinan kuat,No,2026-12-21
DIS-00004131,ALM-2020-02-184,CAND-ALM-2020-02-184-01,0.95,0.21,0.9,0.52,0.08,0.73,Sedang,Perlu verifikasi,Yes,2026-06-18
DIS-00004132,ALM-2020-02-184,CAND-ALM-2020-02-184-02,0.94,0.93,0.93,0.52,0.05,0.92,Tinggi,Kemungkinan kuat,No,2026-02-09
DIS-00004133,ALM-2020-02-184,CAND-ALM-2020-02-184-03,0.75,0.98,0.91,0.54,0.05,0.87,Tinggi,Kemungkinan kuat,No,2025-11-28
DIS-00004134,ALM-2020-02-185,CAND-ALM-2020-02-185-01,0.79,0.94,0.86,0.54,0.08,0.89,Tinggi,Kemungkinan kuat,No,2025-07-01
DIS-00004135,ALM-2020-02-185,CAND-ALM-2020-02-185-02,0.9,0.81,0.9,0.65,0.08,0.92,Tinggi,Kemungkinan kuat,No,2025-07-15
DIS-00004136,ALM-2020-02-185,CAND-ALM-2020-02-185-03,0.86,0.37,0.94,0.51,0.05,0.73,Sedang,Perlu verifikasi,Yes,2026-01-07
DIS-00004137,ALM-2020-02-186,CAND-ALM-2020-02-186-01,0.79,0.6,0.92,0.55,0.05,0.77,Sedang,Perlu verifikasi,Yes,2026-11-22
DIS-00004138,ALM-2020-02-186,CAND-ALM-2020-02-186-02,0.72,0.7,0.82,0.48,0.03,0.73,Sedang,Perlu verifikasi,Yes,2026-03-22
DIS-00004139,ALM-2020-02-186,CAND-ALM-2020-02-186-03,0.75,0.63,0.89,0.76,0.03,0.77,Sedang,Perlu verifikasi,Yes,2026-01-14
DIS-00004140,ALM-2020-02-187,CAND-ALM-2020-02-187-01,0.74,0.91,0.94,0.73,0.08,0.91,Tinggi,Kemungkinan kuat,No,2026-05-08
DIS-00004141,ALM-2020-02-187,CAND-ALM-2020-02-187-02,0.72,0.88,0.76,0.58,0.08,0.83,Tinggi,Kemungkinan kuat,No,2024-11-13
DIS-00004142,ALM-2020-02-187,CAND-ALM-2020-02-187-03,0.78,0.92,0.6,0.58,0.03,0.79,Sedang,Perlu verifikasi,Yes,2026-07-03
DIS-00004143,ALM-2020-02-188,CAND-ALM-2020-02-188-01,0.86,0.88,0.88,0.57,0.0,0.83,Tinggi,Kemungkinan kuat,No,2026-12-20
DIS-00004144,ALM-2020-02-188,CAND-ALM-2020-02-188-02,0.76,0.37,0.61,0.7,0.03,0.63,Sedang,Perlu verifikasi,Yes,2026-05-01
DIS-00004145,ALM-2020-02-188,CAND-ALM-2020-02-188-03,0.71,0.89,0.6,0.95,0.0,0.78,Sedang,Perlu verifikasi,Yes,2026-08-19
DIS-00004146,ALM-2020-02-188,CAND-ALM-2020-02-188-04,0.71,0.27,0.88,0.82,0.0,0.63,Sedang,Perlu verifikasi,Yes,2025-12-10
DIS-00004147,ALM-2020-02-189,CAND-ALM-2020-02-189-01,0.92,0.38,0.88,0.62,0.08,0.78,Sedang,Perlu verifikasi,Yes,2025-09-24
DIS-00004148,ALM-2020-02-189,CAND-ALM-2020-02-189-02,0.95,0.34,0.82,0.78,0.05,0.77,Sedang,Perlu verifikasi,Yes,2024-02-28
DIS-00004149,ALM-2020-02-189,CAND-ALM-2020-02-189-03,0.99,0.32,0.64,0.81,0.03,0.72,Sedang,Perlu verifikasi,Yes,2026-03-10
DIS-00004150,ALM-2020-02-190,CAND-ALM-2020-02-190-01,0.85,0.59,0.99,0.45,0.08,0.82,Tinggi,Kemungkinan kuat,No,2025-09-11
DIS-00004151,ALM-2020-02-190,CAND-ALM-2020-02-190-02,0.81,0.6,0.71,0.49,0.0,0.68,Sedang,Perlu verifikasi,Yes,2024-03-23
DIS-00004152,ALM-2020-02-190,CAND-ALM-2020-02-190-03,0.92,0.63,0.99,0.44,0.08,0.86,Tinggi,Kemungkinan kuat,No,2026-03-07
DIS-00004153,ALM-2020-02-191,CAND-ALM-2020-02-191-01,0.97,0.96,0.8,0.84,0.08,0.99,Tinggi,Kemungkinan kuat,No,2025-01-21
DIS-00004154,ALM-2020-02-191,CAND-ALM-2020-02-191-02,0.76,0.69,0.63,0.83,0.08,0.8,Tinggi,Kemungkinan kuat,No,2026-07-14
DIS-00004155,ALM-2020-02-192,CAND-ALM-2020-02-192-01,0.91,0.99,0.97,0.66,0.08,0.99,Tinggi,Kemungkinan kuat,No,2026-06-13
DIS-00004156,ALM-2020-02-192,CAND-ALM-2020-02-192-02,0.93,0.23,0.94,0.65,0.03,0.71,Sedang,Perlu verifikasi,Yes,2024-10-01
DIS-00004157,ALM-2020-02-192,CAND-ALM-2020-02-192-03,0.77,0.51,0.62,0.6,0.03,0.67,Sedang,Perlu verifikasi,Yes,2024-09-06
DIS-00004158,ALM-2020-02-193,CAND-ALM-2020-02-193-01,0.87,0.85,0.84,0.44,0.05,0.84,Tinggi,Kemungkinan kuat,No,2026-09-13
DIS-00004159,ALM-2020-02-193,CAND-ALM-2020-02-193-02,0.88,0.27,0.98,0.69,0.0,0.69,Sedang,Perlu verifikasi,Yes,2026-10-04
DIS-00004160,ALM-2020-02-193,CAND-ALM-2020-02-193-03,0.92,0.93,0.9,0.54,0.03,0.89,Tinggi,Kemungkinan kuat,No,2026-02-21
DIS-00004161,ALM-2020-02-194,CAND-ALM-2020-02-194-01,0.8,0.25,0.97,0.72,0.08,0.74,Sedang,Perlu verifikasi,Yes,2026-10-19
DIS-00004162,ALM-2020-02-194,CAND-ALM-2020-02-194-02,0.84,0.64,0.81,0.41,0.03,0.74,Sedang,Perlu verifikasi,Yes,2025-09-06
DIS-00004163,ALM-2020-02-195,CAND-ALM-2020-02-195-01,0.79,0.85,0.8,0.65,0.08,0.87,Tinggi,Kemungkinan kuat,No,2024-11-27
DIS-00004164,ALM-2020-02-195,CAND-ALM-2020-02-195-02,0.98,0.74,0.7,0.45,0.03,0.8,Tinggi,Kemungkinan kuat,No,2026-07-06
DIS-00004165,ALM-2020-02-195,CAND-ALM-2020-02-195-03,0.79,0.86,0.85,0.36,0.08,0.84,Tinggi,Kemungkinan kuat,No,2025-08-07
DIS-00004166,ALM-2020-02-196,CAND-ALM-2020-02-196-01,0.89,0.51,0.81,0.57,0.0,0.71,Sedang,Perlu verifikasi,Yes,2026-11-05
DIS-00004167,ALM-2020-02-196,CAND-ALM-2020-02-196-02,0.94,0.79,0.94,0.41,0.05,0.87,Tinggi,Kemungkinan kuat,No,2025-01-24
DIS-00004168,ALM-2020-02-196,CAND-ALM-2020-02-196-03,0.86,0.98,0.96,0.38,0.03,0.87,Tinggi,Kemungkinan kuat,No,2026-12-24
DIS-00004169,ALM-2020-02-197,CAND-ALM-2020-02-197-01,0.99,0.64,0.82,0.83,0.03,0.86,Tinggi,Kemungkinan kuat,No,2026-01-03
DIS-00004170,ALM-2020-02-197,CAND-ALM-2020-02-197-02,0.7,0.65,0.93,0.69,0.03,0.76,Sedang,Perlu verifikasi,Yes,2026-10-19
DIS-00004171,ALM-2020-02-197,CAND-ALM-2020-02-197-03,0.7,0.89,0.9,0.66,0.0,0.79,Sedang,Perlu verifikasi,Yes,2025-02-14
DIS-00004172,ALM-2020-02-198,CAND-ALM-2020-02-198-01,0.74,0.56,0.91,0.83,0.0,0.73,Sedang,Perlu verifikasi,Yes,2026-03-26
DIS-00004173,ALM-2020-02-198,CAND-ALM-2020-02-198-02,0.83,0.66,0.81,0.45,0.05,0.77,Sedang,Perlu verifikasi,Yes,2026-06-19
DIS-00004174,ALM-2020-02-198,CAND-ALM-2020-02-198-03,0.89,0.79,0.94,0.68,0.08,0.92,Tinggi,Kemungkinan kuat,No,2024-09-19
DIS-00004175,ALM-2020-02-199,CAND-ALM-2020-02-199-01,0.99,0.85,0.85,0.41,0.0,0.83,Tinggi,Kemungkinan kuat,No,2026-04-07
DIS-00004176,ALM-2020-02-199,CAND-ALM-2020-02-199-02,0.87,0.9,0.9,0.62,0.08,0.93,Tinggi,Kemungkinan kuat,No,2026-03-11
DIS-00004177,ALM-2020-02-199,CAND-ALM-2020-02-199-03,0.99,0.74,0.94,0.52,0.03,0.86,Tinggi,Kemungkinan kuat,No,2025-06-25
DIS-00004178,ALM-2020-02-200,CAND-ALM-2020-02-200-01,0.72,0.46,0.93,0.78,0.08,0.77,Sedang,Perlu verifikasi,Yes,2026-09-13
DIS-00004179,ALM-2020-02-200,CAND-ALM-2020-02-200-02,0.82,0.57,0.97,0.7,0.08,0.84,Tinggi,Kemungkinan kuat,No,2026-05-06
DIS-00004180,ALM-2020-02-200,CAND-ALM-2020-02-200-03,0.88,0.71,0.92,0.66,0.05,0.85,Tinggi,Kemungkinan kuat,No,2026-04-05
DIS-00004181,ALM-2021-02-001,CAND-ALM-2021-02-001-01,0.91,0.77,0.94,0.66,0.03,0.87,Tinggi,Kemungkinan kuat,No,2026-05-12
DIS-00004182,ALM-2021-02-001,CAND-ALM-2021-02-001-02,0.84,0.72,0.84,0.42,0.03,0.77,Sedang,Perlu verifikasi,Yes,2026-11-15
DIS-00004183,ALM-2021-02-001,CAND-ALM-2021-02-001-03,0.88,0.63,0.89,0.4,0.05,0.79,Sedang,Perlu verifikasi,Yes,2025-07-23
DIS-00004184,ALM-2021-02-002,CAND-ALM-2021-02-002-01,0.72,0.92,0.86,0.79,0.05,0.87,Tinggi,Kemungkinan kuat,No,2026-11-10
DIS-00004185,ALM-2021-02-002,CAND-ALM-2021-02-002-02,0.72,0.52,0.99,0.8,0.03,0.76,Sedang,Perlu verifikasi,Yes,2026-07-18
DIS-00004186,ALM-2021-02-002,CAND-ALM-2021-02-002-03,0.85,0.28,0.88,0.72,0.08,0.75,Sedang,Perlu verifikasi,Yes,2025-01-08
DIS-00004187,ALM-2021-02-002,CAND-ALM-2021-02-002-04,0.77,0.76,0.95,0.35,0.08,0.82,Tinggi,Kemungkinan kuat,No,2026-07-14
DIS-00004188,ALM-2021-02-003,CAND-ALM-2021-02-003-01,0.87,0.75,0.9,0.56,0.05,0.84,Tinggi,Kemungkinan kuat,No,2025-12-21
DIS-00004189,ALM-2021-02-003,CAND-ALM-2021-02-003-02,0.93,0.9,0.89,0.73,0.08,0.96,Tinggi,Kemungkinan kuat,No,2026-04-06
DIS-00004190,ALM-2021-02-004,CAND-ALM-2021-02-004-01,0.78,0.7,0.81,0.38,0.05,0.75,Sedang,Perlu verifikasi,Yes,2025-02-19
DIS-00004191,ALM-2021-02-004,CAND-ALM-2021-02-004-02,0.92,0.75,0.95,0.65,0.08,0.91,Tinggi,Kemungkinan kuat,No,2026-05-16
DIS-00004192,ALM-2021-02-004,CAND-ALM-2021-02-004-03,0.76,0.63,0.95,0.57,0.05,0.78,Sedang,Perlu verifikasi,Yes,2026-08-21
DIS-00004193,ALM-2021-02-004,CAND-ALM-2021-02-004-04,0.74,0.61,0.83,0.7,0.0,0.71,Sedang,Perlu verifikasi,Yes,2026-01-21
DIS-00004194,ALM-2021-02-005,CAND-ALM-2021-02-005-01,0.73,0.89,0.97,0.37,0.05,0.82,Tinggi,Kemungkinan kuat,No,2026-08-06
DIS-00004195,ALM-2021-02-005,CAND-ALM-2021-02-005-02,0.93,0.61,0.96,0.7,0.03,0.84,Tinggi,Kemungkinan kuat,No,2025-02-13
DIS-00004196,ALM-2021-02-005,CAND-ALM-2021-02-005-03,0.78,0.9,0.98,0.55,0.05,0.87,Tinggi,Kemungkinan kuat,No,2025-11-21
DIS-00004197,ALM-2021-02-006,CAND-ALM-2021-02-006-01,0.95,0.77,0.98,0.41,0.0,0.82,Tinggi,Kemungkinan kuat,No,2026-11-14
DIS-00004198,ALM-2021-02-006,CAND-ALM-2021-02-006-02,0.86,0.82,0.83,0.68,0.08,0.89,Tinggi,Kemungkinan kuat,No,2025-09-15
DIS-00004199,ALM-2021-02-006,CAND-ALM-2021-02-006-03,0.88,0.47,0.96,0.6,0.0,0.73,Sedang,Perlu verifikasi,Yes,2026-11-07
DIS-00004200,ALM-2021-02-007,CAND-ALM-2021-02-007-01,0.71,0.75,0.8,0.45,0.0,0.7,Sedang,Perlu verifikasi,Yes,2026-01-04
DIS-00004201,ALM-2021-02-007,CAND-ALM-2021-02-007-02,0.93,0.84,0.84,0.69,0.05,0.9,Tinggi,Kemungkinan kuat,No,2026-11-18
DIS-00004202,ALM-2021-02-008,CAND-ALM-2021-02-008-01,0.94,0.22,0.9,0.72,0.05,0.73,Sedang,Perlu verifikasi,Yes,2026-09-13
DIS-00004203,ALM-2021-02-008,CAND-ALM-2021-02-008-02,0.95,0.39,0.89,0.69,0.0,0.73,Sedang,Perlu verifikasi,Yes,2026-04-02
DIS-00004204,ALM-2021-02-009,CAND-ALM-2021-02-009-01,0.92,0.89,0.97,0.8,0.08,0.98,Tinggi,Kemungkinan kuat,No,2026-01-27
DIS-00004205,ALM-2021-02-009,CAND-ALM-2021-02-009-02,1.0,0.77,0.94,0.68,0.08,0.95,Tinggi,Kemungkinan kuat,No,2026-03-11
DIS-00004206,ALM-2021-02-009,CAND-ALM-2021-02-009-03,0.95,0.86,0.9,0.36,0.03,0.85,Tinggi,Kemungkinan kuat,No,2026-03-23
DIS-00004207,ALM-2021-02-009,CAND-ALM-2021-02-009-04,0.82,0.48,0.95,0.84,0.08,0.83,Tinggi,Kemungkinan kuat,No,2026-08-21
DIS-00004208,ALM-2021-02-010,CAND-ALM-2021-02-010-01,0.73,0.28,0.84,0.66,0.05,0.66,Sedang,Perlu verifikasi,Yes,2025-03-09
DIS-00004209,ALM-2021-02-010,CAND-ALM-2021-02-010-02,0.77,0.79,0.87,0.68,0.08,0.86,Tinggi,Kemungkinan kuat,No,2025-07-26
DIS-00004210,ALM-2021-02-010,CAND-ALM-2021-02-010-03,0.9,0.89,0.98,0.74,0.0,0.89,Tinggi,Kemungkinan kuat,No,2026-01-21
DIS-00004211,ALM-2021-02-011,CAND-ALM-2021-02-011-01,0.77,0.89,0.98,0.59,0.08,0.9,Tinggi,Kemungkinan kuat,No,2026-08-03
DIS-00004212,ALM-2021-02-011,CAND-ALM-2021-02-011-02,0.8,0.69,0.9,0.44,0.05,0.78,Sedang,Perlu verifikasi,Yes,2026-11-11
DIS-00004213,ALM-2021-02-011,CAND-ALM-2021-02-011-03,0.75,0.51,0.84,0.8,0.03,0.73,Sedang,Perlu verifikasi,Yes,2026-05-06
DIS-00004214,ALM-2021-02-012,CAND-ALM-2021-02-012-01,0.99,0.91,0.99,0.82,0.05,0.99,Tinggi,Kemungkinan kuat,No,2026-03-26
DIS-00004215,ALM-2021-02-012,CAND-ALM-2021-02-012-02,0.82,0.63,0.87,0.59,0.03,0.77,Sedang,Perlu verifikasi,Yes,2026-06-14
DIS-00004216,ALM-2021-02-013,CAND-ALM-2021-02-013-01,0.96,0.82,0.92,0.7,0.0,0.87,Tinggi,Kemungkinan kuat,No,2026-11-14
DIS-00004217,ALM-2021-02-013,CAND-ALM-2021-02-013-02,0.75,0.7,0.9,0.54,0.0,0.73,Sedang,Perlu verifikasi,Yes,2025-09-14
DIS-00004218,ALM-2021-02-014,CAND-ALM-2021-02-014-01,0.87,0.7,0.8,0.75,0.0,0.79,Sedang,Perlu verifikasi,Yes,2026-11-24
DIS-00004219,ALM-2021-02-014,CAND-ALM-2021-02-014-02,0.96,0.47,0.94,0.47,0.05,0.79,Sedang,Perlu verifikasi,Yes,2026-10-05
DIS-00004220,ALM-2021-02-014,CAND-ALM-2021-02-014-03,0.75,0.62,0.87,0.6,0.05,0.76,Sedang,Perlu verifikasi,Yes,2026-06-07
DIS-00004221,ALM-2021-02-014,CAND-ALM-2021-02-014-04,0.93,0.72,0.94,0.7,0.08,0.91,Tinggi,Kemungkinan kuat,No,2026-01-07
DIS-00004222,ALM-2021-02-015,CAND-ALM-2021-02-015-01,0.85,0.81,0.85,0.94,0.03,0.88,Tinggi,Kemungkinan kuat,No,2026-04-14
DIS-00004223,ALM-2021-02-015,CAND-ALM-2021-02-015-02,0.99,0.76,1.0,0.73,0.03,0.91,Tinggi,Kemungkinan kuat,No,2026-06-23
DIS-00004224,ALM-2021-02-015,CAND-ALM-2021-02-015-03,0.9,0.73,0.87,0.55,0.03,0.82,Tinggi,Kemungkinan kuat,No,2026-01-07
DIS-00004225,ALM-2021-02-015,CAND-ALM-2021-02-015-04,0.87,0.72,0.9,0.52,0.0,0.78,Sedang,Perlu verifikasi,Yes,2026-04-09
DIS-00004226,ALM-2021-02-016,CAND-ALM-2021-02-016-01,0.8,0.73,0.91,0.46,0.03,0.78,Sedang,Perlu verifikasi,Yes,2026-01-08
DIS-00004227,ALM-2021-02-016,CAND-ALM-2021-02-016-02,0.91,0.9,0.85,0.8,0.03,0.91,Tinggi,Kemungkinan kuat,No,2026-08-25
DIS-00004228,ALM-2021-02-017,CAND-ALM-2021-02-017-01,0.81,0.66,0.86,0.77,0.0,0.77,Sedang,Perlu verifikasi,Yes,2025-02-11
DIS-00004229,ALM-2021-02-017,CAND-ALM-2021-02-017-02,0.95,0.64,0.8,0.39,0.03,0.77,Sedang,Perlu verifikasi,Yes,2025-01-24
DIS-00004230,ALM-2021-02-017,CAND-ALM-2021-02-017-03,0.92,0.65,0.93,0.55,0.08,0.87,Tinggi,Kemungkinan kuat,No,2026-04-05
DIS-00004231,ALM-2021-02-018,CAND-ALM-2021-02-018-01,0.9,0.4,0.84,0.56,0.03,0.72,Sedang,Perlu verifikasi,Yes,2026-02-22
DIS-00004232,ALM-2021-02-018,CAND-ALM-2021-02-018-02,0.91,0.65,0.81,0.78,0.03,0.82,Tinggi,Kemungkinan kuat,No,2026-09-06
DIS-00004233,ALM-2021-02-018,CAND-ALM-2021-02-018-03,0.8,0.28,0.85,0.5,0.08,0.69,Sedang,Perlu verifikasi,Yes,2026-10-20
DIS-00004234,ALM-2021-02-019,CAND-ALM-2021-02-019-01,0.79,0.99,0.91,0.47,0.03,0.86,Tinggi,Kemungkinan kuat,No,2026-02-17
DIS-00004235,ALM-2021-02-019,CAND-ALM-2021-02-019-02,0.7,0.26,0.85,0.61,0.03,0.61,Sedang,Perlu verifikasi,Yes,2026-09-25
DIS-00004236,ALM-2021-02-020,CAND-ALM-2021-02-020-01,0.78,0.52,0.93,0.5,0.08,0.77,Sedang,Perlu verifikasi,Yes,2026-03-22
DIS-00004237,ALM-2021-02-020,CAND-ALM-2021-02-020-02,0.97,0.73,0.94,0.93,0.08,0.97,Tinggi,Kemungkinan kuat,No,2025-04-09
DIS-00004238,ALM-2021-02-021,CAND-ALM-2021-02-021-01,0.92,0.99,0.96,0.99,0.0,0.96,Tinggi,Kemungkinan kuat,No,2026-02-06
DIS-00004239,ALM-2021-02-021,CAND-ALM-2021-02-021-02,0.75,0.61,0.8,0.49,0.05,0.73,Sedang,Perlu verifikasi,Yes,2025-03-21
DIS-00004240,ALM-2021-02-021,CAND-ALM-2021-02-021-03,0.82,0.4,0.93,0.84,0.05,0.77,Sedang,Perlu verifikasi,Yes,2026-03-20
DIS-00004241,ALM-2021-02-022,CAND-ALM-2021-02-022-01,0.81,0.77,0.85,0.73,0.05,0.84,Tinggi,Kemungkinan kuat,No,2026-11-14
DIS-00004242,ALM-2021-02-022,CAND-ALM-2021-02-022-02,0.87,0.87,0.96,0.78,0.0,0.87,Tinggi,Kemungkinan kuat,No,2026-10-01
DIS-00004243,ALM-2021-02-023,CAND-ALM-2021-02-023-01,0.71,0.71,0.98,0.36,0.08,0.79,Sedang,Perlu verifikasi,Yes,2026-09-19
DIS-00004244,ALM-2021-02-023,CAND-ALM-2021-02-023-02,0.76,0.95,0.8,0.77,0.03,0.86,Tinggi,Kemungkinan kuat,No,2026-10-05
DIS-00004245,ALM-2021-02-023,CAND-ALM-2021-02-023-03,0.9,0.71,0.89,0.82,0.08,0.91,Tinggi,Kemungkinan kuat,No,2026-11-25
DIS-00004246,ALM-2021-02-023,CAND-ALM-2021-02-023-04,0.72,0.27,0.88,0.41,0.08,0.65,Sedang,Perlu verifikasi,Yes,2026-01-17
DIS-00004247,ALM-2021-02-024,CAND-ALM-2021-02-024-01,0.92,0.96,0.86,0.46,0.0,0.85,Tinggi,Kemungkinan kuat,No,2026-10-15
DIS-00004248,ALM-2021-02-024,CAND-ALM-2021-02-024-02,0.74,0.44,0.99,0.4,0.0,0.65,Sedang,Perlu verifikasi,Yes,2026-03-22
DIS-00004249,ALM-2021-02-024,CAND-ALM-2021-02-024-03,0.87,0.75,0.87,0.46,0.03,0.8,Tinggi,Kemungkinan kuat,No,2026-01-24
DIS-00004250,ALM-2021-02-025,CAND-ALM-2021-02-025-01,0.82,0.78,0.88,0.86,0.03,0.86,Tinggi,Kemungkinan kuat,No,2026-10-19
DIS-00004251,ALM-2021-02-025,CAND-ALM-2021-02-025-02,0.86,0.57,0.81,0.74,0.05,0.8,Tinggi,Kemungkinan kuat,No,2026-09-08
DIS-00004252,ALM-2021-02-026,CAND-ALM-2021-02-026-01,0.71,0.38,0.97,0.55,0.05,0.69,Sedang,Perlu verifikasi,Yes,2026-09-16
DIS-00004253,ALM-2021-02-026,CAND-ALM-2021-02-026-02,0.72,0.65,0.91,0.9,0.0,0.76,Sedang,Perlu verifikasi,Yes,2026-10-26
DIS-00004254,ALM-2021-02-026,CAND-ALM-2021-02-026-03,0.84,0.63,0.93,0.37,0.05,0.77,Sedang,Perlu verifikasi,Yes,2026-02-16
DIS-00004255,ALM-2021-02-027,CAND-ALM-2021-02-027-01,0.91,0.61,0.9,0.56,0.08,0.85,Tinggi,Kemungkinan kuat,No,2026-09-13
DIS-00004256,ALM-2021-02-027,CAND-ALM-2021-02-027-02,0.89,0.66,1.0,0.39,0.05,0.82,Tinggi,Kemungkinan kuat,No,2026-08-06
DIS-00004257,ALM-2021-02-027,CAND-ALM-2021-02-027-03,0.97,0.97,0.94,0.71,0.08,0.99,Tinggi,Kemungkinan kuat,No,2026-04-09
DIS-00004258,ALM-2021-02-028,CAND-ALM-2021-02-028-01,0.74,0.73,0.94,0.68,0.0,0.77,Sedang,Perlu verifikasi,Yes,2026-04-06
DIS-00004259,ALM-2021-02-028,CAND-ALM-2021-02-028-02,0.89,0.47,0.88,0.55,0.05,0.76,Sedang,Perlu verifikasi,Yes,2026-03-28
DIS-00004260,ALM-2021-02-028,CAND-ALM-2021-02-028-03,0.85,0.75,0.93,0.72,0.0,0.82,Tinggi,Kemungkinan kuat,No,2025-02-28
DIS-00004261,ALM-2021-02-028,CAND-ALM-2021-02-028-04,1.0,0.72,0.87,0.72,0.08,0.93,Tinggi,Kemungkinan kuat,No,2026-04-18
DIS-00004262,ALM-2021-02-029,CAND-ALM-2021-02-029-01,0.9,0.74,0.95,0.68,0.08,0.91,Tinggi,Kemungkinan kuat,No,2026-12-04
DIS-00004263,ALM-2021-02-029,CAND-ALM-2021-02-029-02,0.93,0.94,0.99,0.72,0.08,0.99,Tinggi,Kemungkinan kuat,No,2025-09-28
DIS-00004264,ALM-2021-02-029,CAND-ALM-2021-02-029-03,0.93,0.9,0.95,0.95,0.03,0.96,Tinggi,Kemungkinan kuat,No,2026-01-23
DIS-00004265,ALM-2021-02-029,CAND-ALM-2021-02-029-04,0.89,0.68,0.97,0.55,0.0,0.79,Sedang,Perlu verifikasi,Yes,2026-10-06
DIS-00004266,ALM-2021-02-030,CAND-ALM-2021-02-030-01,0.91,0.78,0.82,0.99,0.0,0.86,Tinggi,Kemungkinan kuat,No,2026-11-07
DIS-00004267,ALM-2021-02-030,CAND-ALM-2021-02-030-02,0.73,0.68,0.91,0.68,0.03,0.77,Sedang,Perlu verifikasi,Yes,2026-06-17
DIS-00004268,ALM-2021-02-030,CAND-ALM-2021-02-030-03,0.75,0.44,0.81,0.79,0.08,0.76,Sedang,Perlu verifikasi,Yes,2026-07-11
DIS-00004269,ALM-2021-02-030,CAND-ALM-2021-02-030-04,0.83,0.64,0.89,0.71,0.05,0.82,Tinggi,Kemungkinan kuat,No,2026-07-03
DIS-00004270,ALM-2021-02-031,CAND-ALM-2021-02-031-01,0.72,0.66,0.89,0.54,0.03,0.74,Sedang,Perlu verifikasi,Yes,2025-01-03
DIS-00004271,ALM-2021-02-031,CAND-ALM-2021-02-031-02,0.86,0.28,0.89,0.78,0.0,0.68,Sedang,Perlu verifikasi,Yes,2025-09-22
DIS-00004272,ALM-2021-02-031,CAND-ALM-2021-02-031-03,0.99,0.9,0.9,0.74,0.05,0.96,Tinggi,Kemungkinan kuat,No,2025-10-14
DIS-00004273,ALM-2021-02-031,CAND-ALM-2021-02-031-04,0.84,0.38,0.98,0.45,0.0,0.67,Sedang,Perlu verifikasi,Yes,2026-02-15
DIS-00004274,ALM-2021-02-032,CAND-ALM-2021-02-032-01,1.0,0.74,0.9,0.65,0.0,0.85,Tinggi,Kemungkinan kuat,No,2026-12-27
DIS-00004275,ALM-2021-02-032,CAND-ALM-2021-02-032-02,0.92,0.78,0.98,0.56,0.03,0.87,Tinggi,Kemungkinan kuat,No,2026-10-14
DIS-00004276,ALM-2021-02-032,CAND-ALM-2021-02-032-03,0.83,0.61,1.0,0.52,0.0,0.75,Sedang,Perlu verifikasi,Yes,2026-01-09
DIS-00004277,ALM-2021-02-033,CAND-ALM-2021-02-033-01,0.88,0.68,0.91,0.55,0.03,0.81,Tinggi,Kemungkinan kuat,No,2026-03-20
DIS-00004278,ALM-2021-02-033,CAND-ALM-2021-02-033-02,0.73,1.0,0.89,0.9,0.05,0.92,Tinggi,Kemungkinan kuat,No,2026-09-25
DIS-00004279,ALM-2021-02-034,CAND-ALM-2021-02-034-01,0.82,0.79,0.84,0.57,0.08,0.86,Tinggi,Kemungkinan kuat,No,2026-05-06
DIS-00004280,ALM-2021-02-034,CAND-ALM-2021-02-034-02,0.96,0.87,0.95,0.7,0.08,0.97,Tinggi,Kemungkinan kuat,No,2026-01-24
DIS-00004281,ALM-2021-02-034,CAND-ALM-2021-02-034-03,0.93,0.95,0.87,0.69,0.08,0.97,Tinggi,Kemungkinan kuat,No,2026-06-26
DIS-00004282,ALM-2021-02-035,CAND-ALM-2021-02-035-01,0.76,0.76,0.83,0.53,0.05,0.79,Sedang,Perlu verifikasi,Yes,2026-09-05
DIS-00004283,ALM-2021-02-035,CAND-ALM-2021-02-035-02,0.93,0.53,0.98,0.53,0.08,0.84,Tinggi,Kemungkinan kuat,No,2026-02-08
DIS-00004284,ALM-2021-02-035,CAND-ALM-2021-02-035-03,0.82,0.61,0.85,0.62,0.0,0.73,Sedang,Perlu verifikasi,Yes,2026-02-20
DIS-00004285,ALM-2021-02-036,CAND-ALM-2021-02-036-01,0.83,0.29,1.0,0.6,0.03,0.7,Sedang,Perlu verifikasi,Yes,2026-12-27
